Snapshot Source.Name,Cost Center,Cost Center Name,Person Name,Plan Period,Plan Month,Planned Avail Hours,Planned Direct Hours,Planned Util %,Plan Age Periods
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Grace Vasquez,5,2026-02,147.0,125.5,85.37,0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Hassan Larkin,5,2026-02,140.8,105.3,74.76,0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Imani Okafor,5,2026-02,139.3,110.8,79.52,0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Jonas Nakamura,5,2026-02,146.1,86.6,59.26,0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Katya Fontaine,5,2026-02,159.0,132.3,83.20,3
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Liam Novak,5,2026-02,142.0,127.6,89.84,0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Maren Ashworth,5,2026-02,166.6,143.0,85.82,1
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Nikhil Haddad,5,2026-02,162.6,131.7,80.98,1
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Odessa Kowalski,5,2026-02,143.5,98.9,68.89,0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Priya Bergstrom,5,2026-02,178.6,151.0,84.57,0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Quentin Delacroix,5,2026-02,122.3,108.2,88.47,0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Rosalind Ashby,5,2026-02,143.0,86.3,60.36,0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Soren Salazar,5,2026-02,142.1,102.3,72.02,3
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Tamsin Thorne,5,2026-02,144.7,77.1,53.27,0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Adaeze Whitfield,5,2026-02,125.4,110.0,87.69,0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Bruno Rathore,5,2026-02,142.4,85.4,59.99,3
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Clara Carrasco,5,2026-02,149.9,77.1,51.41,0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Dmitri Yilmaz,5,2026-02,146.4,118.7,81.06,0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Ulises Sandoval,5,2026-02,140.9,80.4,57.09,0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Vera Lindqvist,5,2026-02,121.3,111.2,91.71,3
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Wren Beaumont,5,2026-02,164.2,106.2,64.67,0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Xiomara Mbeki,5,2026-02,138.7,84.5,60.95,0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Yusuf Adeyemi,5,2026-02,167.0,140.2,83.93,3
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Zara Mensah,5,2026-02,173.1,72.0,41.61,0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Amara Ashby,6,2026-03,141.0,124.3,88.16,0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Bennett Salazar,6,2026-03,184.7,173.0,93.64,0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Camille Thorne,6,2026-03,153.3,143.9,93.85,1
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Devon Sandoval,6,2026-03,159.9,122.9,76.83,0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Elena Lindqvist,6,2026-03,163.9,121.1,73.90,0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Farid Beaumont,6,2026-03,152.2,131.6,86.44,0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Grace Mbeki,6,2026-03,163.9,115.3,70.32,0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Hassan Adeyemi,6,2026-03,114.4,87.6,76.59,3
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Imani Mensah,6,2026-03,158.5,133.6,84.27,1
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Jonas Whitfield,6,2026-03,139.0,97.0,69.75,1
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Katya Rathore,6,2026-03,170.9,138.4,81.00,0
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Liam Carrasco,6,2026-03,164.2,105.6,64.34,0
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Maren Yilmaz,6,2026-03,155.2,136.2,87.75,0
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Nikhil Petrova,6,2026-03,169.0,125.4,74.22,0
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Odessa Duarte,6,2026-03,208.3,185.8,89.22,0
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Priya Halvorsen,6,2026-03,135.6,108.9,80.33,2
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Quentin Ferreira,6,2026-03,143.1,78.4,54.78,0
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Rosalind Moreau,6,2026-03,165.6,134.0,80.91,0
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Soren Iverson,6,2026-03,146.0,120.0,82.19,0
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Tamsin Vasquez,6,2026-03,165.7,111.0,66.98,0
FY26_P05_Utilization_2026-02.csv,CC-1020,Mechanical Engineering,Ulises Larkin,6,2026-03,156.5,99.1,63.32,2
FY26_P05_Utilization_2026-02.csv,CC-1030,Electrical Engineering,Adaeze Haddad,6,2026-03,179.1,150.4,83.98,0
FY26_P05_Utilization_2026-02.csv,CC-1030,Electrical Engineering,Bruno Kowalski,6,2026-03,170.5,102.5,60.10,0
FY26_P05_Utilization_2026-02.csv,CC-1030,Electrical Engineering,Clara Bergstrom,6,2026-03,143.9,90.6,62.97,1
FY26_P05_Utilization_2026-02.csv,CC-1030,Electrical Engineering,Dmitri Delacroix,6,2026-03,177.9,136.7,76.83,0
FY26_P05_Utilization_2026-02.csv,CC-1030,Electrical Engineering,Vera Okafor,6,2026-03,169.2,155.9,92.11,0
FY26_P05_Utilization_2026-02.csv,CC-1030,Electrical Engineering,Wren Nakamura,6,2026-03,161.9,44.2,27.32,0
FY26_P05_Utilization_2026-02.csv,CC-1030,Electrical Engineering,Xiomara Fontaine,6,2026-03,166.4,26.2,15.73,0
FY26_P05_Utilization_2026-02.csv,CC-1030,Electrical Engineering,Yusuf Novak,6,2026-03,157.0,123.1,78.39,0
FY26_P05_Utilization_2026-02.csv,CC-1030,Electrical Engineering,Zara Ashworth,6,2026-03,169.7,89.1,52.52,0
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Amara Petrova,6,2026-03,154.2,135.3,87.75,0
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Bennett Duarte,6,2026-03,164.5,143.5,87.24,0
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Camille Halvorsen,6,2026-03,167.0,60.5,36.20,0
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Devon Ferreira,6,2026-03,156.9,126.8,80.84,2
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Elena Moreau,6,2026-03,154.2,84.0,54.48,0
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Farid Iverson,6,2026-03,167.3,140.0,83.67,0
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Grace Vasquez,6,2026-03,150.1,133.0,88.60,0
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Hassan Larkin,6,2026-03,140.8,105.3,74.76,1
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Imani Okafor,6,2026-03,139.3,110.8,79.52,1
FY26_P05_Utilization_2026-02.csv,CC-2010,Project Management,Jonas Nakamura,6,2026-03,146.1,86.6,59.26,1
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Katya Fontaine,6,2026-03,174.5,136.8,78.37,0
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Liam Novak,6,2026-03,142.0,127.6,89.84,1
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Maren Ashworth,6,2026-03,170.2,150.3,88.28,0
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Nikhil Haddad,6,2026-03,163.8,134.1,81.88,0
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Odessa Kowalski,6,2026-03,197.2,128.7,65.28,0
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Priya Bergstrom,6,2026-03,192.4,168.1,87.37,0
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Quentin Delacroix,6,2026-03,166.5,147.5,88.57,0
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Rosalind Ashby,6,2026-03,143.0,86.3,60.36,1
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Soren Salazar,6,2026-03,159.2,100.2,62.92,0
FY26_P05_Utilization_2026-02.csv,CC-3010,Field Services,Tamsin Thorne,6,2026-03,144.7,77.1,53.27,1
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Adaeze Whitfield,6,2026-03,125.4,110.0,87.69,1
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Bruno Rathore,6,2026-03,140.7,86.2,61.26,0
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Clara Carrasco,6,2026-03,182.3,93.7,51.41,0
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Dmitri Yilmaz,6,2026-03,146.4,118.7,81.06,1
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Ulises Sandoval,6,2026-03,140.9,80.4,57.09,1
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Vera Lindqvist,6,2026-03,189.3,152.8,80.70,0
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Wren Beaumont,6,2026-03,164.2,106.2,64.67,1
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Xiomara Mbeki,6,2026-03,156.7,102.9,65.66,0
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Yusuf Adeyemi,6,2026-03,151.9,125.9,82.86,0
FY26_P05_Utilization_2026-02.csv,CC-4010,Digital Solutions,Zara Mensah,6,2026-03,152.4,74.9,49.14,0
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Amara Ashby,7,2026-04,146.8,132.2,90.05,0
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Bennett Salazar,7,2026-04,130.5,116.1,89.00,0
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Camille Thorne,7,2026-04,170.8,161.4,94.51,0
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Devon Sandoval,7,2026-04,169.0,133.8,79.17,0
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Elena Lindqvist,7,2026-04,163.9,121.1,73.90,1
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Farid Beaumont,7,2026-04,152.2,131.6,86.44,1
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Grace Mbeki,7,2026-04,163.9,115.3,70.32,1
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Hassan Adeyemi,7,2026-04,170.5,130.9,76.80,0
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Imani Mensah,7,2026-04,174.9,152.0,86.88,0
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Jonas Whitfield,7,2026-04,159.1,113.0,71.03,0
FY26_P06_Utilization_2026-03.csv,CC-1010,Structural Engineering,Katya Rathore,7,2026-04,170.9,138.4,81.00,1
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Liam Carrasco,7,2026-04,164.2,105.6,64.34,1
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Maren Yilmaz,7,2026-04,168.9,151.5,89.72,0
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Nikhil Petrova,7,2026-04,173.9,122.8,70.64,0
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Odessa Duarte,7,2026-04,151.3,128.5,84.92,0
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Priya Halvorsen,7,2026-04,135.2,111.7,82.62,0
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Quentin Ferreira,7,2026-04,143.1,78.4,54.78,1
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Rosalind Moreau,7,2026-04,168.6,132.5,78.56,0
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Soren Iverson,7,2026-04,171.6,137.3,80.02,0
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Tamsin Vasquez,7,2026-04,127.1,90.5,71.20,0
FY26_P06_Utilization_2026-03.csv,CC-1020,Mechanical Engineering,Ulises Larkin,7,2026-04,156.5,99.1,63.32,3
FY26_P06_Utilization_2026-03.csv,CC-1030,Electrical Engineering,Adaeze Haddad,7,2026-04,179.1,150.4,83.98,1
FY26_P06_Utilization_2026-03.csv,CC-1030,Electrical Engineering,Bruno Kowalski,7,2026-04,149.2,94.3,63.19,0
FY26_P06_Utilization_2026-03.csv,CC-1030,Electrical Engineering,Clara Bergstrom,7,2026-04,143.9,90.6,62.97,2
FY26_P06_Utilization_2026-03.csv,CC-1030,Electrical Engineering,Dmitri Delacroix,7,2026-04,187.7,149.0,79.36,0
FY26_P06_Utilization_2026-03.csv,CC-1030,Electrical Engineering,Vera Okafor,7,2026-04,149.1,137.0,91.87,0
FY26_P06_Utilization_2026-03.csv,CC-1030,Electrical Engineering,Wren Nakamura,7,2026-04,161.9,44.2,27.32,1
FY26_P06_Utilization_2026-03.csv,CC-1030,Electrical Engineering,Xiomara Fontaine,7,2026-04,166.4,26.2,15.73,1
FY26_P06_Utilization_2026-03.csv,CC-1030,Electrical Engineering,Yusuf Novak,7,2026-04,173.5,131.1,75.55,0
FY26_P06_Utilization_2026-03.csv,CC-1030,Electrical Engineering,Zara Ashworth,7,2026-04,143.6,74.4,51.82,0
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Amara Petrova,7,2026-04,146.8,135.9,92.55,0
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Bennett Duarte,7,2026-04,160.1,135.1,84.36,0
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Camille Halvorsen,7,2026-04,167.0,60.5,36.20,1
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Devon Ferreira,7,2026-04,156.9,126.8,80.84,3
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Elena Moreau,7,2026-04,145.1,83.5,57.55,0
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Farid Iverson,7,2026-04,167.3,140.0,83.67,1
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Grace Vasquez,7,2026-04,150.1,133.0,88.60,1
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Hassan Larkin,7,2026-04,140.8,105.3,74.76,2
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Imani Okafor,7,2026-04,139.3,110.8,79.52,2
FY26_P06_Utilization_2026-03.csv,CC-2010,Project Management,Jonas Nakamura,7,2026-04,161.7,96.9,59.94,0
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Katya Fontaine,7,2026-04,174.5,136.8,78.37,1
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Liam Novak,7,2026-04,155.0,143.5,92.56,0
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Maren Ashworth,7,2026-04,162.7,135.1,83.04,0
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Nikhil Haddad,7,2026-04,163.8,134.1,81.88,1
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Odessa Kowalski,7,2026-04,159.6,110.7,69.33,0
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Priya Bergstrom,7,2026-04,153.9,128.3,83.38,0
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Quentin Delacroix,7,2026-04,166.5,147.5,88.57,1
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Rosalind Ashby,7,2026-04,153.7,92.3,60.07,0
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Soren Salazar,7,2026-04,170.8,98.4,57.60,0
FY26_P06_Utilization_2026-03.csv,CC-3010,Field Services,Tamsin Thorne,7,2026-04,154.6,96.2,62.24,0
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Adaeze Whitfield,7,2026-04,155.7,134.4,86.31,0
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Bruno Rathore,7,2026-04,169.6,100.7,59.37,0
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Clara Carrasco,7,2026-04,182.3,93.7,51.41,1
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Dmitri Yilmaz,7,2026-04,175.7,157.9,89.88,0
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Ulises Sandoval,7,2026-04,163.3,93.9,57.49,0
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Vera Lindqvist,7,2026-04,189.3,152.8,80.70,1
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Wren Beaumont,7,2026-04,164.2,106.2,64.67,2
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Xiomara Mbeki,7,2026-04,156.7,102.9,65.66,1
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Yusuf Adeyemi,7,2026-04,157.1,128.0,81.48,0
FY26_P06_Utilization_2026-03.csv,CC-4010,Digital Solutions,Zara Mensah,7,2026-04,152.4,74.9,49.14,1
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Amara Ashby,8,2026-05,191.5,183.2,95.64,0
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Bennett Salazar,8,2026-05,152.5,143.3,93.97,0
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Camille Thorne,8,2026-05,143.8,134.7,93.69,0
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Devon Sandoval,8,2026-05,169.0,133.8,79.17,1
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Elena Lindqvist,8,2026-05,163.9,121.1,73.90,2
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Farid Beaumont,8,2026-05,146.1,135.8,92.95,0
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Grace Mbeki,8,2026-05,163.9,115.3,70.32,2
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Hassan Adeyemi,8,2026-05,139.4,91.7,65.80,0
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Imani Mensah,8,2026-05,161.7,143.0,88.42,0
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Jonas Whitfield,8,2026-05,163.0,118.1,72.47,0
FY26_P07_Utilization_2026-04.csv,CC-1010,Structural Engineering,Katya Rathore,8,2026-05,137.3,105.9,77.11,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Liam Carrasco,8,2026-05,150.5,98.4,65.37,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Maren Yilmaz,8,2026-05,168.3,155.0,92.10,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Nikhil Petrova,8,2026-05,167.9,128.5,76.51,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Odessa Duarte,8,2026-05,160.7,140.6,87.50,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Priya Halvorsen,8,2026-05,143.6,125.6,87.49,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Quentin Ferreira,8,2026-05,147.3,95.3,64.68,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Rosalind Moreau,8,2026-05,170.9,141.9,83.03,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Soren Iverson,8,2026-05,144.0,117.5,81.62,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Tamsin Vasquez,8,2026-05,145.2,97.2,66.95,0
FY26_P07_Utilization_2026-04.csv,CC-1020,Mechanical Engineering,Ulises Larkin,8,2026-05,138.8,92.9,66.94,0
FY26_P07_Utilization_2026-04.csv,CC-1030,Electrical Engineering,Adaeze Haddad,8,2026-05,146.1,129.5,88.67,0
FY26_P07_Utilization_2026-04.csv,CC-1030,Electrical Engineering,Bruno Kowalski,8,2026-05,149.2,94.3,63.19,1
FY26_P07_Utilization_2026-04.csv,CC-1030,Electrical Engineering,Clara Bergstrom,8,2026-05,143.9,90.6,62.97,3
FY26_P07_Utilization_2026-04.csv,CC-1030,Electrical Engineering,Dmitri Delacroix,8,2026-05,135.6,100.0,73.73,0
FY26_P07_Utilization_2026-04.csv,CC-1030,Electrical Engineering,Vera Okafor,8,2026-05,149.1,139.8,93.73,0
FY26_P07_Utilization_2026-04.csv,CC-1030,Electrical Engineering,Wren Nakamura,8,2026-05,161.9,44.2,27.32,2
FY26_P07_Utilization_2026-04.csv,CC-1030,Electrical Engineering,Xiomara Fontaine,8,2026-05,166.4,26.2,15.73,2
FY26_P07_Utilization_2026-04.csv,CC-1030,Electrical Engineering,Yusuf Novak,8,2026-05,166.6,135.2,81.18,0
FY26_P07_Utilization_2026-04.csv,CC-1030,Electrical Engineering,Zara Ashworth,8,2026-05,143.6,74.4,51.82,1
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Amara Petrova,8,2026-05,149.3,132.9,88.99,0
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Bennett Duarte,8,2026-05,150.3,128.9,85.76,0
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Camille Halvorsen,8,2026-05,168.9,71.7,42.47,0
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Devon Ferreira,8,2026-05,130.9,91.4,69.81,0
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Elena Moreau,8,2026-05,156.8,97.3,62.06,0
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Farid Iverson,8,2026-05,152.3,138.9,91.21,0
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Grace Vasquez,8,2026-05,147.9,127.9,86.49,0
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Hassan Larkin,8,2026-05,164.4,125.8,76.51,0
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Imani Okafor,8,2026-05,160.3,137.5,85.80,0
FY26_P07_Utilization_2026-04.csv,CC-2010,Project Management,Jonas Nakamura,8,2026-05,143.1,89.3,62.39,0
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Katya Fontaine,8,2026-05,174.5,136.8,78.37,2
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Liam Novak,8,2026-05,142.7,133.9,93.83,0
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Maren Ashworth,8,2026-05,134.5,129.8,96.51,0
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Nikhil Haddad,8,2026-05,141.9,110.1,77.62,0
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Odessa Kowalski,8,2026-05,171.5,120.3,70.16,0
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Priya Bergstrom,8,2026-05,153.9,128.3,83.38,1
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Quentin Delacroix,8,2026-05,135.9,120.5,88.65,0
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Rosalind Ashby,8,2026-05,192.8,121.2,62.86,0
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Soren Salazar,8,2026-05,143.0,82.8,57.92,0
FY26_P07_Utilization_2026-04.csv,CC-3010,Field Services,Tamsin Thorne,8,2026-05,154.6,96.2,62.24,1
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Adaeze Whitfield,8,2026-05,155.7,134.4,86.31,1
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Bruno Rathore,8,2026-05,170.3,104.6,61.42,0
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Clara Carrasco,8,2026-05,148.9,86.7,58.24,0
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Dmitri Yilmaz,8,2026-05,165.0,146.3,88.69,0
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Ulises Sandoval,8,2026-05,162.9,100.3,61.60,0
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Vera Lindqvist,8,2026-05,143.1,110.9,77.48,0
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Wren Beaumont,8,2026-05,150.5,102.0,67.78,0
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Xiomara Mbeki,8,2026-05,155.0,106.5,68.70,0
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Yusuf Adeyemi,8,2026-05,155.1,125.7,81.02,0
FY26_P07_Utilization_2026-04.csv,CC-4010,Digital Solutions,Zara Mensah,8,2026-05,151.8,75.9,49.97,0
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Amara Ashby,9,2026-06,155.9,145.2,93.12,0
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Bennett Salazar,9,2026-06,159.1,150.8,94.76,0
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Camille Thorne,9,2026-06,143.8,134.7,93.69,1
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Devon Sandoval,9,2026-06,169.0,133.8,79.17,2
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Elena Lindqvist,9,2026-06,148.0,102.6,69.33,0
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Farid Beaumont,9,2026-06,176.7,158.1,89.45,0
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Grace Mbeki,9,2026-06,140.8,98.5,69.98,0
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Hassan Adeyemi,9,2026-06,175.0,120.8,69.01,0
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Imani Mensah,9,2026-06,162.8,138.9,85.29,0
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Jonas Whitfield,9,2026-06,158.5,124.0,78.22,0
FY26_P08_Utilization_2026-05.csv,CC-1010,Structural Engineering,Katya Rathore,9,2026-06,137.3,105.9,77.11,1
FY26_P08_Utilization_2026-05.csv,CC-1020,Mechanical Engineering,Liam Carrasco,9,2026-06,150.5,98.4,65.37,1
FY26_P08_Utilization_2026-05.csv,CC-1020,Mechanical Engineering,Maren Yilmaz,9,2026-06,172.9,165.5,95.73,0
FY26_P08_Utilization_2026-05.csv,CC-1020,Mechanical Engineering,Nikhil Petrova,9,2026-06,166.7,113.4,68.02,0
