Source.Name,Cost Center,Cost Center Name,Person Name,Target Type,Job Level,Util % YTD,Util %,Util % Target,Util % Variance,Billability % YTD,Billability %,Billability % Target,Billability % Variance,Total,Avail Total,Direct Total,Indirect Total,OT Hours,Admin,Bench,Bus Dev,Mngmt,Opportunity,Training,Other,Unpaid OT,Fringe Total,Stat & Disc,Vacation,Wellness,Unpaid Regular
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Clara Bergstrom,Project Leadership,L5 Principal,55.10,60.64,55.00,5.64,49.97,53.06,50.50,2.56,160.0,140.0,84.9,55.1,0.0,6.1,23.6,5.0,14.3,0.0,4.7,1.4,0.0,20.0,8.0,8.0,4.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Dmitri Delacroix,Billable Staff,L1 Analyst,72.41,72.50,80.00,-7.50,66.51,63.44,73.50,-10.06,160.0,140.0,101.5,38.5,0.0,5.8,23.6,0.9,0.3,0.0,7.0,0.9,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Vera Okafor,Billable Staff,L3 Senior Engineer,88.47,88.31,85.00,3.31,74.09,75.06,78.00,-2.94,160.0,136.0,120.1,15.9,0.0,3.4,0.0,3.5,3.2,0.0,4.9,0.9,0.0,24.0,16.0,4.0,4.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Wren Nakamura,Overhead,L2 Engineer,16.51,18.75,25.00,-6.25,14.97,16.88,23.00,-6.12,160.0,144.0,27.0,117.0,0.0,4.3,100.9,3.0,1.2,0.8,6.7,0.1,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Xiomara Fontaine,Overhead,L4 Manager,16.91,12.00,25.00,-13.00,15.22,10.50,23.00,-12.50,160.0,140.0,16.8,123.2,0.0,4.9,73.4,12.1,22.6,5.9,2.5,1.8,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Yusuf Novak,Billable Staff,L2 Engineer,69.84,73.01,85.00,-11.99,62.74,62.71,78.00,-15.29,170.0,146.0,106.6,39.4,10.0,3.7,18.5,0.6,1.7,5.3,9.4,0.2,0.0,24.0,8.0,8.0,8.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Zara Ashworth,Project Leadership,L5 Principal,64.08,62.57,55.00,7.57,56.63,53.19,50.50,2.69,160.0,136.0,85.1,50.9,0.0,4.9,16.1,13.9,9.9,0.0,4.9,1.2,0.0,24.0,8.0,12.0,4.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Amara Petrova,Billable Staff,L2 Engineer,89.02,87.75,85.00,2.75,80.22,78.00,78.00,0.00,180.0,160.0,140.4,19.6,20.0,6.7,0.3,0.8,1.2,0.0,9.3,1.3,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Bennett Duarte,Billable Staff,L3 Senior Engineer,94.45,92.88,85.00,7.88,86.06,82.33,78.00,4.33,176.0,156.0,144.9,11.1,16.0,3.8,0.0,1.1,3.2,0.0,1.6,1.4,0.0,20.0,8.0,4.0,8.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Camille Halvorsen,Project Leadership,L5 Principal,35.96,34.02,55.00,-20.98,31.47,28.01,50.50,-22.49,136.0,112.0,38.1,73.9,0.0,5.5,45.1,7.2,11.1,3.6,0.0,1.4,4.0,24.0,8.0,12.0,4.0,24.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Devon Ferreira,Billable Staff,L3 Senior Engineer,83.27,84.31,85.00,-0.69,75.52,75.88,78.00,-2.12,160.0,144.0,121.4,22.6,0.0,6.3,3.8,1.8,4.0,2.7,3.5,0.5,0.0,16.0,16.0,0.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Elena Moreau,Project Leadership,L4 Manager,60.95,60.51,60.00,0.51,52.44,51.44,55.00,-3.56,160.0,136.0,82.3,53.7,0.0,5.8,9.2,3.9,30.5,0.0,3.6,0.7,0.0,24.0,8.0,16.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Farid Iverson,Billable Staff,L2 Engineer,64.34,68.88,85.00,-16.12,59.10,65.44,78.00,-12.56,160.0,152.0,104.7,47.3,0.0,4.0,7.0,1.9,1.2,0.0,31.2,2.0,0.0,8.0,8.0,0.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Grace Vasquez,Billable Staff,L2 Engineer,89.50,89.52,85.00,4.52,80.50,76.88,78.00,-1.12,170.0,146.0,130.7,15.3,10.0,5.1,7.2,1.2,0.8,0.0,0.0,1.0,0.0,24.0,8.0,8.0,8.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Hassan Larkin,Billable Staff,L2 Engineer,66.46,65.82,85.00,-19.18,61.14,57.89,78.00,-20.11,166.0,146.0,96.1,49.9,6.0,5.5,35.9,1.2,1.4,2.1,3.2,0.6,0.0,20.0,8.0,4.0,8.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Imani Okafor,Billable Staff,L1 Analyst,54.07,55.86,80.00,-24.14,50.93,53.06,73.50,-20.44,160.0,152.0,84.9,67.1,0.0,5.9,9.1,0.5,0.6,5.0,44.3,1.7,0.0,8.0,8.0,0.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Jonas Nakamura,Project Leadership,L4 Manager,63.28,63.75,60.00,3.75,56.66,57.38,55.00,2.38,160.0,144.0,91.8,52.2,0.0,3.8,3.8,8.9,26.1,5.8,2.7,1.1,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Katya Fontaine,Billable Staff,L2 Engineer,82.97,74.25,85.00,-10.75,74.81,66.91,78.00,-11.09,162.0,146.0,108.4,37.6,2.0,5.6,22.1,2.1,1.6,0.0,5.7,0.5,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Liam Novak,Billable Staff,L3 Senior Engineer,67.53,74.10,85.00,-10.90,61.25,66.69,78.00,-11.31,160.0,144.0,106.7,37.3,0.0,3.8,0.0,2.2,2.4,2.6,25.0,1.3,6.0,16.0,8.0,4.0,4.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Maren Ashworth,Billable Staff,L3 Senior Engineer,95.68,97.01,85.00,12.01,83.72,87.31,78.00,9.31,160.0,144.0,139.7,4.3,0.0,1.0,0.0,0.5,1.1,0.0,1.3,0.4,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Nikhil Haddad,Billable Staff,L3 Senior Engineer,85.06,87.15,85.00,2.15,76.16,78.44,78.00,0.44,160.0,144.0,125.5,18.5,0.0,4.9,0.0,2.7,4.3,1.7,4.1,0.8,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Odessa Kowalski,Project Leadership,L4 Manager,73.10,76.04,60.00,16.04,64.01,63.66,55.00,8.66,172.0,144.0,109.5,34.5,12.0,3.8,0.0,4.3,18.1,3.1,3.7,1.5,14.0,28.0,8.0,12.0,8.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Priya Bergstrom,Billable Staff,L2 Engineer,98.47,98.48,85.00,13.48,87.16,83.89,78.00,5.89,162.0,138.0,135.9,2.1,2.0,0.9,0.0,0.3,0.3,0.0,0.5,0.1,0.0,24.0,8.0,8.0,8.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Quentin Delacroix,Billable Staff,L3 Senior Engineer,63.98,68.22,85.00,-16.78,60.26,64.81,78.00,-13.19,160.0,152.0,103.7,48.3,0.0,3.3,0.0,2.6,2.3,2.6,36.3,1.2,6.0,8.0,8.0,0.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Rosalind Ashby,Project Leadership,L4 Manager,65.23,66.02,60.00,6.02,60.37,60.52,55.00,5.52,192.0,176.0,116.2,59.8,32.0,4.8,0.0,7.5,38.9,3.1,3.9,1.6,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Soren Salazar,Project Leadership,L4 Manager,66.58,65.07,60.00,5.07,58.84,60.19,55.00,5.19,160.0,148.0,96.3,51.7,0.0,6.4,0.0,11.4,21.7,6.4,3.9,1.9,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Tamsin Thorne,Project Leadership,L4 Manager,54.14,53.36,60.00,-6.64,49.27,47.15,55.00,-7.85,172.0,152.0,81.1,70.9,12.0,6.7,29.5,9.7,14.8,0.0,7.9,2.3,0.0,20.0,16.0,4.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Adaeze Whitfield,Billable Staff,L3 Senior Engineer,57.81,61.01,85.00,-23.99,53.78,56.44,78.00,-21.56,160.0,148.0,90.3,57.7,0.0,6.3,0.0,3.2,2.4,0.0,45.0,0.8,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Bruno Rathore,Project Leadership,L4 Manager,61.59,61.84,60.00,1.84,53.43,52.56,55.00,-2.44,160.0,136.0,84.1,51.9,0.0,3.4,1.0,8.1,24.9,4.3,8.2,2.0,0.0,24.0,8.0,12.0,4.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Clara Carrasco,Project Leadership,L4 Manager,52.45,45.90,60.00,-14.10,47.06,41.31,55.00,-13.69,160.0,144.0,66.1,77.9,0.0,4.4,28.8,7.2,31.2,1.0,3.7,1.6,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Dmitri Yilmaz,Billable Staff,L3 Senior Engineer,84.10,84.46,85.00,-0.54,73.34,78.13,78.00,0.13,160.0,148.0,125.0,23.0,0.0,3.1,0.0,2.7,5.2,5.0,5.9,1.1,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Ulises Sandoval,Project Leadership,L4 Manager,31.14,34.82,60.00,-25.18,29.42,32.47,55.00,-22.53,178.0,166.0,57.8,108.2,18.0,7.3,11.5,8.9,37.3,0.0,42.7,0.5,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Vera Lindqvist,Billable Staff,L2 Engineer,88.53,89.14,85.00,4.14,73.41,71.81,78.00,-6.19,144.0,116.0,103.4,12.6,0.0,3.1,0.0,0.6,1.3,0.0,6.5,1.1,0.0,28.0,8.0,12.0,8.0,16.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Wren Beaumont,Billable Staff,L3 Senior Engineer,87.59,82.44,85.00,-2.56,80.70,76.69,78.00,-1.31,172.0,160.0,131.9,28.1,12.0,5.3,10.2,2.8,6.3,0.0,1.5,2.0,4.0,12.0,8.0,4.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Xiomara Mbeki,Project Leadership,L4 Manager,51.17,53.60,60.00,-6.40,45.29,44.45,55.00,-10.55,164.0,136.0,72.9,63.1,20.0,4.9,17.0,7.4,23.6,0.0,9.3,0.9,14.0,28.0,16.0,4.0,8.0,16.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Yusuf Adeyemi,Billable Staff,L2 Engineer,86.26,88.02,85.00,3.02,78.55,81.95,78.00,3.95,174.0,162.0,142.6,19.4,14.0,6.6,3.3,1.2,1.8,0.0,6.1,0.4,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Zara Mensah,Project Leadership,L4 Manager,34.60,39.21,60.00,-20.79,32.59,37.25,55.00,-17.75,160.0,152.0,59.6,92.4,0.0,6.2,0.0,6.2,24.9,0.0,53.3,1.8,0.0,8.0,8.0,0.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Amara Ashby,Billable Staff,L3 Senior Engineer,76.71,87.07,85.00,2.07,67.05,61.59,78.00,-16.41,164.0,116.0,101.0,15.0,0.0,4.2,0.0,2.9,3.8,2.3,0.4,1.4,0.0,48.0,24.0,24.0,0.0,20.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Bennett Salazar,Billable Staff,L3 Senior Engineer,94.73,92.86,85.00,7.86,79.66,70.65,78.00,-7.35,184.0,140.0,130.0,10.0,0.0,3.0,0.0,1.0,2.5,0.0,2.8,0.7,4.0,44.0,24.0,20.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Camille Thorne,Billable Staff,L3 Senior Engineer,85.19,77.58,85.00,-7.42,68.41,50.60,78.00,-27.40,184.0,120.0,93.1,26.9,0.0,4.0,12.8,2.8,3.6,3.1,0.5,0.1,0.0,64.0,24.0,40.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Devon Sandoval,Billable Staff,L1 Analyst,78.87,72.13,80.00,-7.87,68.01,55.48,73.50,-18.02,208.0,160.0,115.4,44.6,24.0,4.5,29.3,1.0,0.8,6.4,2.2,0.4,0.0,48.0,24.0,24.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Elena Lindqvist,Billable Staff,L1 Analyst,74.33,71.14,80.00,-8.86,60.02,47.91,73.50,-25.59,196.0,132.0,93.9,38.1,12.0,5.6,24.5,0.7,1.0,0.0,4.7,1.6,0.0,64.0,24.0,40.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Farid Beaumont,Billable Staff,L3 Senior Engineer,97.60,95.63,85.00,10.63,80.93,66.52,78.00,-11.48,184.0,128.0,122.4,5.6,0.0,1.4,0.0,0.5,1.2,1.4,0.8,0.3,0.0,56.0,24.0,24.0,8.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Grace Mbeki,Billable Staff,L1 Analyst,75.50,72.04,80.00,-7.96,58.14,42.28,73.50,-31.22,184.0,108.0,77.8,30.2,0.0,5.0,15.9,0.5,0.5,0.0,7.7,0.6,0.0,76.0,32.0,44.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Hassan Adeyemi,Billable Staff,L2 Engineer,64.15,55.92,85.00,-29.08,52.18,36.47,78.00,-41.53,184.0,120.0,67.1,52.9,0.0,3.7,41.8,0.8,1.1,2.7,2.7,0.1,0.0,64.0,24.0,36.0,4.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Imani Mensah,Billable Staff,L3 Senior Engineer,77.84,75.00,85.00,-10.00,70.17,65.22,78.00,-12.78,184.0,160.0,120.0,40.0,0.0,5.5,27.5,2.7,3.1,0.7,0.0,0.5,0.0,24.0,24.0,0.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Jonas Whitfield,Billable Staff,L1 Analyst,75.77,64.88,80.00,-15.12,65.22,56.41,73.50,-17.09,184.0,160.0,103.8,56.2,0.0,4.1,49.0,1.3,0.8,0.5,0.2,0.3,0.0,24.0,24.0,0.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Katya Rathore,Billable Staff,L1 Analyst,80.09,80.88,80.00,0.88,67.35,59.78,73.50,-13.72,184.0,136.0,110.0,26.0,0.0,6.7,15.0,0.8,0.8,2.0,0.4,0.3,0.0,48.0,24.0,24.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Liam Carrasco,Project Leadership,L4 Manager,62.94,62.33,60.00,2.33,51.79,39.29,55.00,-15.71,184.0,116.0,72.3,43.7,0.0,5.2,4.9,6.0,18.3,0.0,8.8,0.5,0.0,68.0,24.0,44.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Maren Yilmaz,Billable Staff,L3 Senior Engineer,90.88,87.43,85.00,2.43,82.22,74.31,78.00,-3.69,160.0,136.0,118.9,17.1,0.0,5.7,0.3,4.1,3.5,0.0,2.3,1.2,0.0,24.0,24.0,0.0,0.0,24.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Nikhil Petrova,Billable Staff,L2 Engineer,56.19,51.84,85.00,-33.16,47.25,38.32,78.00,-39.68,184.0,136.0,70.5,65.5,0.0,4.5,53.9,1.6,1.4,0.0,2.8,1.3,0.0,48.0,24.0,20.0,4.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Odessa Duarte,Billable Staff,L2 Engineer,90.02,87.27,85.00,2.27,74.91,62.61,78.00,-15.39,184.0,132.0,115.2,16.8,0.0,3.6,7.4,2.1,1.2,0.0,1.5,1.0,0.0,52.0,24.0,28.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Priya Halvorsen,Billable Staff,L2 Engineer,83.09,79.00,85.00,-6.00,74.28,68.70,78.00,-9.30,184.0,160.0,126.4,33.6,0.0,4.2,19.9,1.8,1.0,5.5,0.0,1.2,0.0,24.0,24.0,0.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Quentin Ferreira,Project Leadership,L5 Principal,62.25,52.64,55.00,-2.36,52.82,40.05,50.50,-10.45,184.0,140.0,73.7,66.3,0.0,6.7,17.0,17.9,13.6,2.5,7.7,0.9,0.0,44.0,24.0,20.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Rosalind Moreau,Billable Staff,L1 Analyst,76.98,79.24,80.00,-0.76,65.66,56.85,73.50,-16.65,184.0,132.0,104.6,27.4,0.0,4.1,16.9,0.5,0.6,1.2,3.9,0.2,0.0,52.0,24.0,20.0,8.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Soren Iverson,Billable Staff,L3 Senior Engineer,82.52,74.05,85.00,-10.95,67.52,46.68,78.00,-31.32,184.0,116.0,85.9,30.1,0.0,3.0,14.7,2.9,2.5,0.0,5.6,1.4,0.0,68.0,24.0,44.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Tamsin Vasquez,Billable Staff,L1 Analyst,73.71,56.12,80.00,-23.88,58.64,35.38,73.50,-38.12,184.0,116.0,65.1,50.9,0.0,4.3,40.3,1.1,0.2,0.0,3.5,1.5,0.0,68.0,32.0,36.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Ulises Larkin,Project Leadership,L4 Manager,69.23,60.79,60.00,0.79,59.26,46.25,55.00,-8.75,184.0,140.0,85.1,54.9,0.0,4.5,24.4,8.6,15.7,0.0,0.0,1.7,0.0,44.0,24.0,20.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Adaeze Haddad,Billable Staff,L3 Senior Engineer,84.77,84.85,85.00,-0.15,71.29,62.72,78.00,-15.28,184.0,136.0,115.4,20.6,0.0,4.1,3.8,2.8,3.4,0.0,4.5,2.0,2.0,48.0,24.0,24.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Bruno Kowalski,Project Leadership,L4 Manager,58.45,47.92,60.00,-12.08,50.04,37.50,55.00,-17.50,184.0,144.0,69.0,75.0,0.0,7.2,29.3,6.2,26.4,0.0,4.8,1.1,0.0,40.0,24.0,16.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Clara Bergstrom,Project Leadership,L5 Principal,56.33,58.75,55.00,3.75,50.36,51.09,50.50,0.59,184.0,160.0,94.0,66.0,0.0,4.9,0.0,26.7,25.7,6.2,2.5,0.0,0.0,24.0,24.0,0.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Dmitri Delacroix,Billable Staff,L1 Analyst,70.09,63.33,80.00,-16.67,56.29,37.17,73.50,-36.33,184.0,108.0,68.4,39.6,0.0,3.1,23.6,0.4,0.6,1.9,9.9,0.1,6.0,76.0,32.0,36.0,8.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Vera Okafor,Billable Staff,L3 Senior Engineer,87.64,86.15,85.00,1.15,72.34,69.29,78.00,-8.71,184.0,148.0,127.5,20.5,0.0,6.4,2.1,3.0,3.4,5.3,0.0,0.3,0.0,36.0,24.0,12.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Wren Nakamura,Overhead,L2 Engineer,16.52,16.54,25.00,-8.46,14.64,14.02,23.00,-8.98,184.0,156.0,25.8,130.2,0.0,5.8,110.4,1.5,1.4,0.4,9.5,1.2,0.0,28.0,24.0,4.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Xiomara Fontaine,Overhead,L4 Manager,15.56,11.92,25.00,-13.08,12.70,7.77,23.00,-15.23,184.0,120.0,14.3,105.7,0.0,5.8,65.5,4.3,21.4,0.9,7.3,0.5,0.0,64.0,24.0,40.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Yusuf Novak,Billable Staff,L2 Engineer,68.96,66.91,85.00,-18.09,58.20,49.46,78.00,-28.54,184.0,136.0,91.0,45.0,0.0,4.3,27.6,1.7,0.9,0.0,9.5,1.0,0.0,48.0,24.0,24.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Zara Ashworth,Project Leadership,L5 Principal,59.75,50.63,55.00,-4.37,49.94,37.97,50.50,-12.53,192.0,144.0,72.9,71.1,8.0,5.7,31.9,6.1,20.8,6.4,0.0,0.2,0.0,48.0,24.0,24.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Amara Petrova,Billable Staff,L2 Engineer,87.92,85.08,85.00,0.08,73.16,59.18,78.00,-18.82,184.0,128.0,108.9,19.1,0.0,6.1,5.6,1.7,1.4,0.0,3.5,0.8,0.0,56.0,24.0,28.0,4.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Bennett Duarte,Billable Staff,L3 Senior Engineer,91.07,83.14,85.00,-1.86,78.35,63.26,78.00,-14.74,184.0,140.0,116.4,23.6,0.0,6.1,1.9,3.0,6.7,4.2,0.0,1.7,0.0,44.0,24.0,20.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Camille Halvorsen,Project Leadership,L5 Principal,32.67,25.24,55.00,-29.76,26.19,17.01,50.50,-33.49,184.0,124.0,31.3,92.7,0.0,4.2,58.4,13.7,15.5,0.0,0.3,0.6,0.0,60.0,24.0,32.0,4.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Devon Ferreira,Billable Staff,L3 Senior Engineer,81.76,77.83,85.00,-7.17,66.89,50.76,78.00,-27.24,184.0,120.0,93.4,26.6,0.0,5.3,1.7,4.8,4.2,3.3,6.3,1.0,0.0,64.0,24.0,36.0,4.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Elena Moreau,Project Leadership,L4 Manager,59.12,53.94,60.00,-6.06,44.79,30.49,55.00,-24.51,184.0,104.0,56.1,47.9,0.0,2.8,13.1,7.1,19.0,0.0,5.3,0.6,0.0,80.0,24.0,56.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Farid Iverson,Billable Staff,L2 Engineer,66.93,72.18,85.00,-12.82,59.83,61.20,78.00,-16.80,184.0,156.0,112.6,43.4,0.0,4.8,0.0,0.5,1.7,0.0,35.9,0.5,0.0,28.0,24.0,4.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Grace Vasquez,Billable Staff,L2 Engineer,88.36,85.40,85.00,0.40,71.14,54.03,78.00,-23.97,196.0,124.0,105.9,18.1,12.0,4.7,2.2,1.2,1.4,3.5,4.5,0.6,4.0,72.0,24.0,48.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Hassan Larkin,Billable Staff,L2 Engineer,66.10,65.23,85.00,-19.77,56.20,46.79,78.00,-31.21,184.0,132.0,86.1,45.9,0.0,3.8,26.2,0.9,1.4,2.7,9.7,1.2,0.0,52.0,24.0,28.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Imani Okafor,Billable Staff,L1 Analyst,55.12,57.25,80.00,-22.75,50.53,49.78,73.50,-23.72,184.0,160.0,91.6,68.4,0.0,5.2,23.3,0.9,0.5,0.0,38.3,0.2,0.0,24.0,24.0,0.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Jonas Nakamura,Project Leadership,L4 Manager,60.22,53.85,60.00,-6.15,51.62,42.39,55.00,-12.61,188.0,148.0,79.7,68.3,4.0,6.8,15.3,8.0,30.3,0.0,7.6,0.3,0.0,40.0,24.0,16.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Katya Fontaine,Billable Staff,L2 Engineer,78.58,68.93,85.00,-16.07,65.94,50.19,78.00,-27.81,206.0,150.0,103.4,46.6,22.0,6.8,27.3,1.6,1.6,0.0,7.6,1.7,0.0,56.0,24.0,24.0,8.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Liam Novak,Billable Staff,L3 Senior Engineer,66.92,65.66,85.00,-19.34,58.81,54.24,78.00,-23.76,184.0,152.0,99.8,52.2,0.0,5.5,0.0,2.4,3.1,2.5,38.5,0.2,0.0,32.0,24.0,8.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Maren Ashworth,Billable Staff,L3 Senior Engineer,94.40,91.57,85.00,6.57,78.90,69.67,78.00,-8.33,184.0,140.0,128.2,11.8,0.0,3.6,0.0,0.6,1.5,2.1,3.4,0.6,0.0,44.0,24.0,12.0,8.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Nikhil Haddad,Billable Staff,L3 Senior Engineer,80.14,67.29,85.00,-17.71,64.42,42.69,78.00,-35.31,186.0,118.0,79.4,38.6,2.0,5.9,18.7,2.8,3.9,0.0,6.8,0.5,8.0,68.0,24.0,44.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Odessa Kowalski,Project Leadership,L4 Manager,71.30,67.21,60.00,7.21,59.11,49.67,55.00,-5.33,184.0,136.0,91.4,44.6,0.0,5.0,0.0,7.5,27.4,0.0,4.1,0.6,0.0,48.0,24.0,24.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Priya Bergstrom,Billable Staff,L2 Engineer,96.96,93.97,85.00,8.97,84.57,79.67,78.00,1.67,184.0,156.0,146.6,9.4,0.0,2.6,0.0,0.5,0.5,1.6,3.9,0.3,0.0,28.0,24.0,0.0,4.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Quentin Delacroix,Billable Staff,L3 Senior Engineer,67.33,74.29,85.00,-10.71,61.21,62.99,78.00,-15.01,184.0,156.0,115.9,40.1,0.0,2.0,0.0,1.1,2.2,0.0,34.3,0.5,0.0,28.0,24.0,4.0,0.0,0.0
